着手处理	tackle	approach
[法律]非法劫回	rescue
怀疑等）	shrug
出生	come
施恩惠	oblige
使劲拉	tug
丢开	desert
丢弃	discard	junk	abandon
（伤口）流血	weep
赋予头衔	title
给…添加肥料	enrich
不在	absent
为…做出榜样	example
处罚军事犯	crime
使反感	disgust
[保]评定（赔偿要求）	adjust
滑动	glide
搞乱	tumble
（文学、戏剧等）对读者	carry
以焦油或沥青覆盖或涂抹（某物）	tar
被绊倒	tumble
下沉	settle
吃得使	eat
犯错误	blunder
跳伞	parachute
[计算机]使（数据）位移	shift
泊车	park
惊吓	appal	scare	startle
用老虎钳夹紧	vice
变复杂	complicate
泄漏	tell
从事园艺	garden
把…装入信封	enclose
发亮	lamp	light
弄乱	tumble
为难	puzzle
相应	correspond
快速搜寻	rifle
漏过	skip
有	be	have
〈罕〉做…的丈夫	husband
触摸	feel	feel	grope	touch
为…钉蹄铁	shoe
挥动…示意	wave
猛地咬住	snap
做菜	cook
（用钉等）钉住	pin
把裙子缝出皱褶	full
发现(find的现在分词)	finding
配置	station
开沟	ditch
取…的样品	sample
移民	transplant
使缓慢前进	work	worm
侮辱	insult
护送	escort
标出尺寸	dimension
剥去	strip
形成带状	ribbon
看不起	scorn	despise
给…增添风趣	flavor
收回意见	recede
为…主持婚礼	marry
一致	correspond	cotton	square	accord
企图	design	offer
烧伤	burn
创作（乐曲、诗歌等）	compose
安排或处理	engineer
环绕（圆形或环形物的）边缘	rim
捍卫	champion
啪地关上	clap
鼓吹	drum	advocate
当…的祖母	grandmother
把（精神病患者）正式送入精神病院	section
使显老	age
转晴	fair
俚开心地狂笑	howl
使安定	compose
使颤动、战栗或振动	thrill
使（手）窝成杯状	cup
代替	cover	replace	substitute
戳穿	pierce
（使）折断	fracture
投递	deliver
（使）增值	appreciate
确定…的位置	locate
周而复始	cycle
使陷入绝境	bay
砍	chop	chop
啮合	tooth
与…联系	contact
退去	sink
遵循	obey	adhere
使…隶属	subject
（人群）散开	spread
〈口〉使（自己思想）有条理	organize
发送（报道给报社）	file
给…穿上鞋	shoe
[棒球]击球	club
[医]探查（伤处等）	explore
[航海]升起桅杆	sway
湮没	submerge
[力]切变	shear
使某物倾斜	cock
举止端正	behave
踩自行车的踏板	pedal
欺侮	oppress
给予补偿	render
把…存入仓库（或栈房）	store
使名声受玷污	dirty
使残废	disable	lame
（使大便等）通畅	relax
储备	reserve
收缩	gather	narrow
把…分层堆放	layer
（成群地）匆忙赶往	bundle
对…无礼地说话	cheek
指导	coach	direct	guide	supervise	instruct
使再循环	recycle
加大马力	soup
吞没	gulf
link-（使）燃烧	burn
作出	give	prepare
拿走	withdraw
栽培	cultivate
帮助或益处	boot
密封	seal
充当…的角色	play
成为…的重荷	weigh
变粗糙	chap
被忽视	escape
（使）坚实	compact
蔑视	defy	mock	rubbish	scorn	disregard
（眼）作调节	accommodate
（尤指通过增添成就、成功等）使圆满	crown
喷射	jet	spray
引起…的疼痛（或痛苦、苦恼等）	smart
否认	contradict	contradict
使圆满完成	crown
愿望	desire
制作…的剖面图	section
涂油墨	ink
[解剖学]连接	articulate
咳嗽	cough
保证（做某事、遵守协议或遵从安排等）	commit
用铅笔写	pencil
霸占	grab
使破产	bankrupt	ruin
（嗓音）颤抖	shake
（使）船停靠码头	dock
勘察	prospect
给…盖墙压顶	cope
反向移动	counter
临时调派	second
听见	hear	hear
继任	succeed	inherit
疑惑	doubt
连接	connect	connect	couple	join	piece	tie	interface
泄愤	spite
更改	alter
妨碍	forbid	hamper	handicap	hinder	obstruct	preclude	violate	disturb	interfere	interrupt
盯着看	peer	stare
使记起	remind
使奋起	stir
论述	deal	treat	discuss
战胜	defeat	lick	overcome	triumph
编译	compile
沿…的边缘走	skirt
（使）流动	run
搔痒	scratch
急促地动	bounce
（轻轻或漫不经心地）扔	toss
去世	depart	exit
提取	dip	extract	abstract	distill
按预算来计划（或安排）	budget
鸣谢	acknowledge
晒干	weather
把…带错路	mislead
呜咽	sob
测…的速度	clock
搞糟	queer
（尤指事故中）伤害	injure
抨击	attack	attack	tilt	tilt
装备	equip	outfit	provide
飞驰	hell
找回	recover
更新	renovate	update
（做事）不出力	coast
出口	export
用网缠住	web
把…关在门外	shut
用力打	belt
[计算机]使联系	interface
想出	devise	study
出发	depart	head	leave	start
变坏(fall的过去式)	fell
[地]使风化	weather
慢走	wander
称…的重量	weigh
储蓄	save
起义(rise的过去式)	rose
使认识	acquaint
签字	sign
守候	watch
作演讲	lecture
披（披巾）	scarf
嗅着气味追赶	scent
窥探	mouse
使…变成	commute
收费	charge	toll
大减价	slaughter
link-嗅	smell
挟进	shut
使有动机	motivate
不费力地取得成功	coast
同等	peer
行军	march
（使）扩张	augment
放映（电影）	screen
劳累	burden
使痛苦	bug	kill	plague	rack	torment	torture	distress
努力	struggle	study	try	aim
妨碍睡眠（休息等）	disturb
点（头）（以示同意、打招呼等）	incline
使变白	snow
把…划分（常与out连用）	lot
预定	mean
把…装入桶	tub
&走	walk
把（酒	spoil
复述	repeat
端上	serve
使整洁	tidy
使目瞪口呆	stun
使褪色	fade
报晓	crow
做蜜饯	preserve
选拔	select
嵌接	tongue
扣除	deduct	subtract
夸奖	magnify
使加倍	duplicate
造成	generate
不参加	absent
（在比赛或其他竞赛中）落后	trail
[法]让与	convey
结心	heart
播放	broadcast
制止	curb	restrain	withhold
发号施令	boss
使同等	level
尖声地说（或唱）	pipe
用棉束填	flock
训练马溜蹄	pace
说（笑话）	crack
演奏	blow	play
确定（某人）为种子选手	seed
使充电	charge
引起恼怒	irritate
费心	trouble
为…造型	style
用栅栏围住	barrier
撞坏	crash
挫败	defeat	frustrate
使闪亮	twinkle
巴结	crawl
非正式〉使（伤口）炎或疼痛	anger
用仪器装备	instrument
应该	might	want
用油煎	fry
胜利	conquer
突袭	rush	surprise
进攻	attack	charge
应得赔偿	deserve
记分	score
位于或存在于（某物）之下	underlie
纵容	baby	indulge	indulge
拉伤	strain
翻倒	tip	tip
小船等擦着水面疾驶	plane
使隔离	insulate	isolate
飞行	fly	wing
充溢	drip	overflow
（使通过界面或接口）接合	interface
变平和	smooth
逐渐变细	diminish
做出计划	propose
斜钉（钉子）	toe
相异	differ
革新	renovate
起皱纹	wrinkle
推论	deduce
用历史故事画装饰	story
和…打官司	sue
速写	sketch
使成为孤儿	orphan
抵制（货物等）	boycott
用锉锉	file
加插	insert
展出	exhibit
商谈	talk
急速前进	spur
（飞机）爬高	climb
飞速传递	gallop
建造	build	build	construct
商定	agree
在…上抹水泥	cement
处死	execute
使闪耀	flare
使翻筋斗	loop
容许	concede	permit	suffer	tolerate	allow
冒…的危险	risk	venture
形成球体	sphere
计划或谋划	contrive
迈步	step
（费力地）拔出	extract
（尤指工作劳累后）坐下	collapse
借住	camp
为了支持或抵制某项特定目标游说	lobby
作曲	write
焊合	seam
（使）循环	circulate
追逐猎物	hunt
讨人喜欢	please
惊叫	exclaim
不能肯定或怀疑	doubt
提出…作为理由	allege
迅速打击	swing
开船	sail
退化	degenerate
找错误	fault
过分关心	fuss
[音乐]（尤指专业）改编乐曲	arrange
采坚果	nut
专注于	address
用散文写	prose
凶杀	murder
（房屋、地产等的）置得（指非继承所得）	purchase
照耀	blaze
前进(advance的过去式和过去分词)	advanced
缝（被）	quilt
可被切割	cut
[数]由上位借	borrow
给…划界	bound
克制	contain	refrain	withhold
驾	ride
表示…的意思	signify
测量	measure	measure	scale
使无资格	disable
满足需要	cater	service
编造	cook	forge	script
打开	crack	unfold
使笑得前仰后合	kill
找回猎物	retrieve
使完满	complete
构图	compose
预示：预言某事	predict
穿衣	dress
把…归入某等级	class
满意、喜欢(of)	approve
变成蓝色	blue
收回	retire
使飞翔	fly
成片展开	sheet
潜水	dive
作（战等）	wage
售票	ticket
&缝	sew
协同	coordinate
“concern”的现在分词	concerning
把…放在中间	middle
抽出	spare
使出神	entrance
以笑感动[影响]	laugh
欠…债	owe	owing
尤指用手播（种）	broadcast
流放	transport	exile
驳回	dismiss
盘旋	circle	curl	hover	orbit
漫游	cruise	cruise	range	wander	wander
裂开	rip	seam	seam	spring	yawn
卷绕成圈	coil
使更新	renew
生裂缝	flaw
飘扬	stream
油炸	fry	fry
合股	partner	partner
下跪	kneel
要求竞赛（或竞争）	challenge
感谢	thank
提供意见	advise
使惊异不已	dazzle
用粉笔写（记下）	chalk
加煤	coal
整理	arrange	dig	digest	order	right	sort	tidy	trim	do
（风）吹	blow
下跌	slide
紧握：保持紧握	grip
阅读	read	read
以图表画出	plot
[航海]吹长哨	pipe
〈俚〉吸引注意力	grab
权衡	balance	deliberate	weigh
指定（时间、日期、名称等）	nominate
保持原状	preserve
用引诱物召回（猎鹰）	lure
智能等）受阻碍	dwarf
为…发提（货）单	bill
止住	arrest	suppress
逐步上升	escalate
（按暂停键）暂停放音	pause
重新得到	retrieve
捕鱼	fish	fish	fish
用绷带绑扎	bandage
尖声啼鸣	pipe
对…信以为真	believe
用珍珠装饰	pearl
加油	gas	gas
（即兴）演奏	noodle
用计算机计算	compute
[航]向后倾斜	retreat
弹射出	eject
坐公共马车旅行	stage
突破	break
[军事]中间集结	stage
潜近	stalk	stalk
放出	discharge	liberate
裁判高声吹哨	blast
做…的买卖	trade
用杠杆撬动	lever
用碑牌纪念	tablet
撞倒	overthrow
调味或加沙司于…	sauce
感到高兴	cheer
用绳子捆绑	cord
使…略呈波形	wave
树起	pitch
把…塞满	jam
不及格	fail	fail	fail	tube
牵制	contain
危害	harm
为…提供资金	fund
铺铁轨	rail
使疼痛	irritate
参加野餐	picnic
在…上置鞍垫	panel
组成俱乐部	club
开价	offer
公开	disclose	ventilate
安抚	smooth
用软管浇	hose
取笑	guy	kid	tease
睁开	open	opening
迁就	indulge
使受耻辱	disgrace
用浆划动	paddle
专门从事	specialize
爆发	burst	erupt	erupt	outbreak
撇（嘴）	curl
使笑死了	kill
使变换方向	wheel
使隔热	insulate
进行各项准备工作	prepare
涨落	fluctuate
复写	duplicate
给…装护套	jacket
旋转	revolve	turn	twist	wheel	whirl
巡查	patrol
开始移动	roll
适合在舞台上演出	stage
[体]玩滚木球	bowl
部分重叠	lap
减少	decrease	drop	ease	ebb	lower	reduce
产生于	arise
抓…	reach
（使）某物变得不清楚	cloud
偷盗	cop
为…作目录	schedule
减小	decrease
（不愉快的事）突然降临	overtake
颠簸着前进	bump
锯	rip
归纳	generalize	sum	induce
得到或接受某部分东西	participate
用嘴唇接触	lip
[化学]加热	digest
牵就	humor
使呈彩虹状	rainbow
把…装入瓶中	bottle
切望	weary
言归正传	return
（从活动或组织中）退出	withdraw
变稳定	harden
接受	embrace	embrace	accept	adopt
悲痛	sorrow
练习	practice	practice	exercise
使败落	sink
冲破	burst
发出冒泡的声音	bubble
加偏压于	bias
匆匆送走	bundle
庆祝	celebrate	celebrate	commemorate
使好卖	sell
显得阴沉（或恐惧、愤怒等）	cloud
抓	scrape	scratch
承保	secure
张贴	paste	post	stick
心不在焉地说	mouth
延缓发作	postpone
受伤致残	cripple
使提防	precaution
与…打赌	bet
使合身	fitting
达到高峰	peak
萃取	concrete
发觉	find	found	perceive	scent	smell
飞逝	fleet
倒退	back	reverse
资源过剩	overflow
颁布	emit	publish
充盈	brim
勾住	link
审阅	process
终属	remain
取回	resume	retrieve
开张营业	open
代偿	commute
降临	land
避暑	summer
还击	counter
作为精华产生	distill
形成	form	form	generate	mould	shape
使过度工作	sweat
在船上工作	ship
伴随而来	attach
怂恿	egg	tempt
结（果实）	bear
显示	demonstrate	evidence	manifest	prove	read	read	reading	reflect	display
（使）留长	grow
交朋友	cultivate
给…染色	dye	stain
使坚固	firm
使隆起	ridge
像专家那样研究（或检查）	expert
牺牲	sacrifice	sacrifice	sacrifice
突出	highlight	project	tongue	exceed
作剪式移动（尤指腿）	scissors
碰到	confront
打乱	upset	upset
撒沙于	sand
用烟熏制	smoke
领先	exceed
把（某人	consider
[棒球]当接球手	catch
使为难	bewilder
把…借给	lend
缓和	relax	temper	alleviate	dull
探问	nose
[体育运动]举重	snatch
变得安全	secure
乱闯	mill
以…做赌注	venture
计算…的总数	total
相互作用（或影响）	interface
散发传单	leaflet
赋与…以（权力	clothe
使处于…地位（位置）	situated
投保	insure
插上插头	plug
为…装托架	bracket
在沸水中煮	boil
（使）滴下	drip
使被安排好	establish
结巴	stumble
僵硬不动	lock
使惊飞	flight
杀人	murder
有…的味道	relish
让（用于祈祷语气）	suppose
作某种评价	deem
欢迎	greet	receive	receive	salute	welcome
（把…）装饰得古怪而有艺术趣味	art
装底	bottom
容许复制的	copy
指控	accuse
撞到了一辆卡车上	slam
把…放入箱中	bin
布满	people
以地雷[水雷]炸毁	mine
对…起作用	influence
遏制[阻止]（液体的流动等）	stem
把…封为（贵族）	create
拉平	average	level	level
改进	remedy	improve
眩晕	reel	spin	swim	whirl
擦去…的灰尘	dust
突然发生	erupt
[法]撤消	reverse
混乱或吵闹	roar
冲撞	bump
主持	chair	moderate	preside
（为某事）联合	unite
拉（木材等）	snake
用真空吸尘器清扫	vacuum
用毛巾擦干身体	towel
分帧	burst
辐射	radiate
[非正式用语]饥饿	starve
亲身参与	experience
[生]拟态	simulate
成功	score	succeed	win	achieve	prosper
占卜	divine
推动	force	propel	push	push	further	impulse
进行探求	quest
行刺	assassinate
核准	approve
受饿	starve
当观察员	observe
借助压条法	layer
批评	criticize	fault	knock
谋求	seek
驱散	dissipate	scatter
抢劫（海上船只）	pirate
额外免费提供（设备等）	bundle
游行	parade
使自花授精	self
使紧缺	pinch
使合作	partner
来做	come
认捐	subscribe
跟踪（进展或发展）	chart
不懈	strain
轻轻向上击	spoon
砍伐	log	lumber
朝…看	front
等同	amount
瞭望	overlook
给（负重的动物）套轭具	harness
陈情（试图努力影响某人采取有利行动）	lobby
使结晶为砂糖	candy
轻轻地捏	squeeze
使冷静	calm
侵害	trench
用马赛克装饰	mosaic
参加保龄球赛	bowl
使陶醉	charm	thrill
（衣服等）被烫平	iron
变窄	narrow
清除嗓子中的（痰）	hawk
拐过	round
使液化	dissolve
覆盖层脱落	peel
保养	maintain	service
热望	pant
作答	reply
起航	originate	sail
用桶装	bucket
相遇	meet
塞住	shut	stop
对…表示怜悯	pity
估量	estimate	measure
增进	contribute	gain	further	increase	increase
[法律]把（财产	assign
当木匠	carpenter
灌满	heap
钳制	vice
（英国）对儿童进行特殊教育评估认定	statement
闩（门等）	bar
贴现率	discount
使持续	continue
（使）疲乏	weary
为特殊目的而设计	intend
调动	mobilize
贴邮票于…	stamp
遮住	conceal	hide
用哨声使…行动	whistle
一个接一个地移动	stream
拆开	detach
开（枪或其他武器）	shot
吓走	frighten
突然跌倒或落下	dump
偶然被发现	chance
在于	consist
打算	calculate	meditate	plan	propose	propose	purpose	want
制造硬币	coin
向…勒索（或榨取）	squeeze
使…恼怒	bother
保持不变	hold	wear
使茫然	dizzy
答应	undertake
擦去	scrape	wipe
用标度盘测量	dial
[桥牌]逆叫	reverse
把…赶上树	tree
弄醒	wake	waken
使轮流	rotate	alternate
搞同性恋	camp
（规则等）适用于	blanket
将（钱）存入银行	bank
使纠结	knot
竞争	compete	contend	contest	contest	rival	tug	dispute
举行	stage	stage
恶化	degenerate	deteriorate	sour
节俭地使用	husband
租借	lease	rent	tenant
挥舞	swing	wave	flourish	flourish
使成为岛屿	isle
意见相左	differ
赞扬（或称颂）…为（尤用于报章等）	hail
（使）猛撞	crash	dash
包括	cover	embrace	comprise	include
盖免费邮寄公章	frank
检修	service
打趣	jolly
暴动	riot
打翻	upset
平均：作为或达到一个中间值	average
当销售员	clerk
成为…的边	margin
埋葬	bury	tomb
在…设置路障	road
交给…基本知识	ground
航行（…距离）	log
表演过火	ham
使弹回	bound
美口想要	admire
撒盐	salt
闻出	nose	smell
患热病	fever
属于	belong
使出声	sound
使某人免遭（麻烦等）	spare
使延伸	continue	spin
称呼	style
映出	reflect
使能够	enable
使极度痛苦	anguish
上下摆动	nod
给小费	fee	tip	tip
推荐	commend	propose	recommend	recommend
显而易见	show
用手枪射击	pistol
兴旺	blossom
当服务员	steward
敲响	striking
使悔悟	convince
苦学	bone
为…悲哀	pine
凌辱	insult	outrage
设岗	post
使（发育	dwarf
强奸	force	rape	violate	outrage
咬牙	grind
[计]鼠击	click
使湿透	saturate
使泄露	leak
（使）变模糊	blur	dim
成熟	flower	mature
实现	attain	realise	achieve	implement
[数学]作积分运算	integrate
猛冲直撞	crash
开花	bloom	flower
使符合	shape	accord
皱眉	frown
听起来	sound
（指光）闪烁	wink
使产生关系	interest
区分	difference	differentiate	parcel	separate	distinguish	distinguish
笑	laugh
细想	consider
专心致志	apply	bone
发脾气	crab
经遗传获得（品质、身体特征等）	inherit
准备好	brace
问（某人）有没有胆量（做某事）	dare
变形	distort
悲痛万分	anguish
垂首	bow
吮吸	suck	suck
仿佛	seem
作主持人	moderate
区别	compare	differentiate	discriminate
招致	draw	provoke	court	incur	invite
在…留下痕迹	mark
自由浮动	float
容纳	contain	hold	lodge	accommodate
给…提供衣服	clothe	clothes	clothing	dress
签署	subscribe
从（某角度）报道	angle
兼备	unite
高飞	soar
〈俚〉已理解	dig
把（土地）划分成块	lot
破产	fail	fail	ruin
紧绷	strain
围进	shut
抽杀	smash
烤	bake	bake	roast	whip
烧	flame
加灯罩	shade
使认错[罪]	convince
奖给	award
特化	specialize
辩护	defend	plead
动员起来	mobilize	mobilize
使复位	restore
冒烟	fume	smoke
结合在一起	integrate
使防水（或防火等）	proof
仓促完成	rush
委派代表	delegate
使热	heat
和…结婚	spouse
折断	break	crack	snap
彻底搜查	comb
跳踢踏舞	tap
安装	erect	fit	fitting	mount	install
（人的思想等）走神	wander
露出裂口	gap
给…加标题	headline
忧虑	concerning	fear
使成双	duplicate
烦扰	bother	hound	persecute	worry
出错	slip
消逝	elapse	glide
参加社交聚会	party
使成铃状	bell
吼叫	blast	howl	roar
定位	locate
尤指钱）	lose
分页	burst
逗留	continue	linger	pause	remain	stop	abide
沉溺	indulge
偷听到	overhear
争吵	differ	quarrel	dispute
麻烦	bother	trouble
使平滑如玻璃	glass
自动导航	home
十分害怕	dread
把…浇铸成铅版	stereotype
离群	wander
使劲搬动	muscle
轻触	brush	kiss
打败（敌人）	conquer
辩驳	contest
加（金属）衬套于	bush
弄平	level
击打	whale
弥补	compensate	repair
（使）放松	relax
打通隧道	tunnel
[化]使饱和	saturate
猛烈袭击	pound
应得	command	deserve	merit
对话	dialog
使放入马厩般的室内	stable
使…结果实	fruit
大吃特吃	pig
捆绑	bind	lash
移走	displace
（使）弯曲	bend	bow
缓解	ease	relieve
暴露	emerge
借给	loan
使结冰	freeze
搞垮	trash
做国王	king
卷曲	crisp	crisp
擦亮	polish
包围	belt	case	circle	lap	sphere	surround
策（马）前进	spur
蜂拥而来	surge
（画像等的形象）美于（真人[实物]）	flatter
想像	conceive	envisage	fancy	fantasy
统帅或指挥	captain
提出罪状（或指责）(against)	article
使向周围扩展	radiate
变得完整和健全	heal
确定容量	gauge
使完全翻转	tumble
残杀	massacre	slaughter
听…忏悔	confess
托管	trust
修饰	qualify	doctor
预约(for或against)	provide
（使）微降	dip
揭露	disclose	nail	out	outing	reveal	uncover	expose
压倒	overcome	overtake	overwhelm
感激(owe的现在分词)	owing
修剪	clip	crop	poll	poll	shave	shear	trim
把…的价值估计过低	underestimate
缩短	clip
再版	reproduce
排斥	reject	shut	exclude
强行推入	thrust
行动	move	act
受锻炼	train
推到	hurl
宴请	banquet
避入安全地	harbor
立…为王	king
订购	order	subscribe
隔离并区别对待（不同种族、宗教或性别的人）	segregate
相等	equal
普及	generalize	generalize
（使）坐	sit
征收	collect	levy
嘲讽	roast
思辩	think
切成片	slice
使屈从	abandon
把…浸入	submerge	submerge
受到震动	shock
刮去…的鳞片	scale
形成大块	bulk
监听	monitor
（太阳）落下	decline
解（闷）	cheat
大力迅速攻占	storm
射（箭）	fire
倾斜	slope	stoop	sway	tilt	tip
反对	object	oppose	resist	except
（把…）编成	weave
远远超过	tower
(to)把身份降至	descend
（植物）蔓延	scramble
用卵石铺	pebble
（用以强调款额、情况严重程度等）讲的是	talk
把…分成小块	plot
签发签证	visa
发出爆裂声	pop
构成…间差别的特征	differentiate
踢蹬	kick
尖响	blast
（心脏等）跳动	beat
把…腾出来	empty
使轮转	cycle
恢复（精神）	renovate
[常用于祈使句中]下去	down
使就任要职	chair
喜形于色	glow
（使）结合	bind
从某种观点来说	speak
叹气	sigh
形成环状	ring
（使眼球）暴突或变大	bug
使（痛苦等）缓和	comfort
成群地移动或出现	swarm
用烟熏	fume
穿上（衣服等）	wrap
从…夺走	widow
有前途	promise	prospect
处于…的最前头	top
（马等）具有某种姿势	carry
设计…的版面	format
把…混在一起	lump
偏航	crab
照管	tend
和解	compound
[航]紧急起飞	scramble
划分	segment	slice	compartment	divide
将（备忘录等）写在板上	tablet
打架	fight	scrap
写作	write
连续猛击	buffet
徒步旅行	hike	walk
运转过快	race
奔波	stroll
用沙哑的声音或嗓音发音	throat
协作	collaborate
详细规划	map
歪曲	strain	wrench	distort
毒害	contaminate	contaminate
（对…）产生不快的影响	jar
使混合在一起	melt
颁与	confer
除（水果的）硬核	stone
勒索	blackmail	bleed	milk	shark
连续	continue
回绝	refuse	refuse
嗾使	hound
周密考虑	contemplate
逝世	expire
用肘推搡着前进	elbow
有咬（或叮）的习性	bite
讲故事	fable
〈口〉炫耀	flash
使发生	effect
使…长成	mature
厉声说话	bark
连结	link	twist
（使）成为空的	empty
放肆	presume
（尤指大口或快速地）喝下	down
囤积	stock
猜测	guess	guess	speculate	divine
在射程上胜过	outrange
精炼	purify	distill
[音乐]乐器等被奏响	sound
[俚语]惨败	bomb
投降	surrender	yield
贬损…	rubbish
具有	carry	have
给（织物）做防护处理	proof
授权给	delegate
发强光	glare
喷	spray
逞威风	lord
使…表面无光	mat
吹奏（管乐器）	tongue
喂	nurse
使…向东方	orient
盖章	seal
喝	eat	taste	tuck
嗥叫	cry
判决	determine	find	sentence
踏实	tramp
自吹自擂	boast
尊重	respect
使严重	compound
使发出	fetch
访问	visit	interview
使浮出水面	surface
使优雅	smooth
伺侯	tend
领悟	digest
附和	side
勾引	score
欺负	rag	spite
讲（道）	preach
使陷入	plunge	tangle
弯身	bend
做实验	experiment
遣散	dismiss
走来走去	pace
（风	chop
给…加薪	salary
充当正面	front
疲倦	weary
烫（发）	wave
起兴奋作用	stimulate
以畏缩的方式去做	chicken
关系到	concern	refer
（尤指在舞台上或摄影机前）扮鬼脸	mug
使发出喀哒声	click
重复强调	renew
大量或奢侈的赠予	heap
剪羊毛	shear
进行选举	elect
识别	discern	recognize	tell	distinguish
蜂拥而入	invade
使腐蚀	corrode
（突然地）行动	pop
迅速移动	course
流出	discharge	flow	shed	shed	well	issue
给…除杂草	weed
使服役	commission
发毕业文凭	diploma
发出光	shine
使简单化	streamline
（在公共传呼系统上）呼叫	page
观光	tour
把…用于(at)	aim
领…到教堂接受宗教仪式	church
对…的真实或有效进行争论	dispute
使受到…的影响	put
减缓	modify
估算	compute	estimate
用匙状假饵钓鱼	spoon
刺破	pierce
恢复健康	recruit
漂白	white
使犯错误	trip
极度轻视	minimize
把…关进牢里	lag
幸免于难	survive
种盆栽	pot
拦路抢劫	hijack
沿（岸）前进	cling
出售	sell	shift
悬挂	hang
附属	hang
用手抚弄	palm
脸红	blush	color	flush	glow
将…分段	paragraph
（轮胎等）爆炸	blow
启蒙	enlighten
在…的基础树立上	ground
对…起诉	law	law
按定量供给	allowance
获取	access
（在餐桌旁）招待	help
横渡	cross
来取	come
（表示应该或不得不做）有必要	need
报信	message
赞扬	celebrate	praise	proclaim	salute
探究	dig	research	explore
把…栽入盆中	pot
入船坞	dock
仔细研究	scope
（使）成为配偶	mate
朦胧	fog
踉踉跄跄地走	blunder
轻快地移动	kite
收藏	collect
惊讶	wonder
使润滑	lubricate
进行奇袭	raid
上演	show	stage	stage
（用关节）连接	articulate
使听写	dictate
搁置	stall	table	table	wait	dismiss
把…关进监狱	jug
把…拼在一起	parcel
毗连	adjoin
批准	approve	confirm	okay	pass	sanction	warrant	adopt
过周末	weekend
平安相处	mix
报道	report
软化	melt	spread
覆盖、穿上	robe
坚持自己的主张	assert
冒充	simulate
鼓起	knob
（在线、绳上）打结	tie
获得利益或财富	get
给…包马口铁	tin
发展	build	develop	evolve	progress	progress	unfold	expand
上厕所	toilet
以捏造不实之罪使入狱	railroad
收成	crop	harvest
投票反对	pill
用火箭攻击	rocket
使黯然失色	eclipse
用直升飞机载送	helicopter
打滑	slide
做梦	dream	dream
启迪	inspire
免费寄（邮件）	frank
使（全国）联播	network
&（把…）联系起来	relate
弄脏	blur	contaminate	dirty	foul	mess	soil	stain	black
声音等）袭来	invade
跳出	bolt
使…宽松下垂	blouse
[电]使绝缘	isolate
付还	repay
流浪	pilgrim
[划船]作尾桨手	stroke
拼写	spell
使…高涨	hike
撞到了桌子	knock
被补偿	balance
爬上	climb
向…吠叫	bay
进行	go	march	perform	proceed	pursue	wage
迅速转动	switch
提供或作为…的证据	witness
缠紧	hug
发怒	anger	fume	explode
使纹理粗糙	pebble
作乐	jolly
封上（信封）	seal
以低沉而有回响的声音发出	boom
出席或知道	witness
传唤	summon
使莫名其妙地出现	spirit
错开时间	stagger
激发	motivate	wake	waken	excite
将…刺入	stab
排泄	evacuate	void
吃快餐	snack
